item_id,project_id,category,sub_category,item_name,unit,quantity,rate_per_unit_inr,amount_inr
ITM001614,PRJ0051,Civil,Plastering,Internal cement plaster 12mm,sqm,40450.28,206.79,8364713.4
ITM001618,PRJ0051,Civil,Doors and Windows,Aluminium windows with glazing,sqm,1641.01,5169.5,8483201.2
ITM001620,PRJ0051,Civil,Structural Steel,Structural steel fabrication & erection,kg,60698.52,116.85,7092622.06
ITM001634,PRJ0051,Electrical,Switchgear,MCCB panel 200A,nos,3.0,22112.62,66337.86
ITM001636,PRJ0051,Electrical,Lighting,LED street/flood light 50W,nos,28.0,3105.84,86963.52
ITM001648,PRJ0052,Civil,Painting,Interior emulsion paint (2 coats),sqm,155423.13,136.13,21157750.69
ITM001651,PRJ0052,Civil,Roofing,RCC roof slab with waterproofing,sqm,55291.49,1487.5,82246091.38
ITM001654,PRJ0052,Electrical,Lighting,Emergency exit light,nos,44.0,1301.4,57261.6
ITM001656,PRJ0052,Electrical,DG Set,Diesel generator set (backup),nos,1.0,367403.31,367403.31
ITM001657,PRJ0052,Electrical,Earthing,Earthing pit with GI strip,nos,25.0,4420.79,110519.75
ITM001662,PRJ0052,Electrical,Switchgear,MCCB panel 200A,nos,8.0,21694.66,173557.28
ITM001665,PRJ0052,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,834143.92,834143.92
ITM001667,PRJ0052,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,590.89,1173.37,693332.6
ITM001674,PRJ0053,Civil,Flooring,Granite flooring,sqm,14164.75,2204.78,31230157.51
ITM001675,PRJ0053,Civil,Masonry,AAC block masonry (200mm),sqm,29467.48,624.01,18388002.19
ITM001680,PRJ0053,Civil,Earthwork,Backfilling with excavated earth,cum,1338.58,195.91,262241.21
ITM001696,PRJ0053,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,85648.38,42.33,3625495.93
ITM001702,PRJ0054,Civil,Doors and Windows,Aluminium windows with glazing,sqm,16288.34,5665.95,92288920.02
ITM001707,PRJ0054,Civil,Painting,Interior emulsion paint (2 coats),sqm,599921.22,117.91,70736711.05
ITM001708,PRJ0054,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,92612.16,757.87,70187977.7
ITM001711,PRJ0054,Civil,Roofing,RCC roof slab with waterproofing,sqm,288457.19,1306.65,376912587.31
ITM001714,PRJ0054,Civil,Structural Steel,Structural steel fabrication & erection,kg,926001.67,104.17,96461593.96
ITM001725,PRJ0054,Electrical,Lighting,LED street/flood light 50W,nos,300.0,2704.59,811377.0
ITM001737,PRJ0054,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,38377.04,280.09,10749025.13
ITM001754,PRJ0055,Electrical,Cable Trays,GI perforated cable tray,meter,249.86,467.28,116754.58
ITM001757,PRJ0055,Electrical,Lighting,LED street/flood light 50W,nos,3.0,3048.57,9145.71
ITM001763,PRJ0055,Electrical,DG Set,Diesel generator set (backup),nos,1.0,618294.91,618294.91
ITM001764,PRJ0055,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,37.12,846.2,31410.94
ITM001765,PRJ0055,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,5.0,4090.79,20453.95
ITM001772,PRJ0056,Civil,Painting,Exterior weatherproof paint,sqm,1687.97,154.33,260504.41
ITM001780,PRJ0056,Civil,Flooring,Granite flooring,sqm,339.39,3497.81,1187121.74
ITM001783,PRJ0056,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,238.81,513.37,122597.89
ITM001787,PRJ0056,Electrical,Sockets and Switches,Modular switch/socket points,nos,38.0,724.74,27540.12
ITM001789,PRJ0056,Electrical,Earthing,Earthing pit with GI strip,nos,1.0,5836.69,5836.69
ITM001791,PRJ0056,Electrical,Switchgear,MCB distribution board (8-way),nos,2.0,2497.14,4994.28
ITM001792,PRJ0056,Electrical,Lighting,LED street/flood light 50W,nos,1.0,3079.19,3079.19
ITM001793,PRJ0056,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,1861.84,36.66,68255.05
ITM001802,PRJ0057,Civil,Masonry,AAC block masonry (200mm),sqm,4434.4,628.71,2787951.62
ITM001804,PRJ0057,Civil,Doors and Windows,Flush doors with frame,nos,16.0,11556.09,184897.44
ITM001808,PRJ0057,Civil,Earthwork,Backfilling with excavated earth,cum,186.35,174.03,32430.49
ITM001823,PRJ0057,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,12.0,4834.83,58017.96
ITM001829,PRJ0058,Civil,Concrete,RCC M25 for slabs/beams,cum,5583.6,9301.15,51933901.14
ITM001833,PRJ0058,Civil,Plastering,Internal cement plaster 12mm,sqm,255378.98,186.5,47628179.77
ITM001841,PRJ0058,Electrical,Switchgear,MCCB panel 200A,nos,14.0,19995.63,279938.82
ITM001847,PRJ0058,Electrical,Switchgear,MCB distribution board (8-way),nos,111.0,2534.54,281333.94
ITM001850,PRJ0058,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,463845.42,463845.42
ITM001854,PRJ0058,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,6.0,62038.06,372228.36
ITM001857,PRJ0059,Civil,Plastering,External cement plaster 20mm,sqm,99722.05,309.71,30884916.11
ITM001859,PRJ0059,Civil,Flooring,Vitrified tile flooring,sqm,90692.35,1493.84,135479860.12
ITM001873,PRJ0059,Electrical,Switchgear,Main LT panel (custom),nos,1.0,113782.34,113782.34
ITM001883,PRJ0059,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,107.0,5153.82,551458.74
ITM001885,PRJ0059,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,15973.32,293.32,4685294.22
ITM001886,PRJ0059,Plumbing,Pumps,Centrifugal water pump set,nos,9.0,44691.97,402227.73
ITM001887,PRJ0059,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,119.0,9776.98,1163460.62
ITM001894,PRJ0060,Civil,Painting,Exterior weatherproof paint,sqm,81045.59,142.0,11508473.78
ITM001899,PRJ0060,Civil,Painting,Interior emulsion paint (2 coats),sqm,197066.72,119.84,23616475.72
ITM001906,PRJ0060,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,28518.87,836.89,23867157.11
ITM001926,PRJ0061,Civil,Flooring,Granite flooring,sqm,6395.9,2387.48,15270083.33
ITM001929,PRJ0061,Civil,Doors and Windows,Flush doors with frame,nos,36.0,9682.97,348586.92
ITM001930,PRJ0061,Civil,Earthwork,Backfilling with excavated earth,cum,756.0,177.58,134250.48
ITM001938,PRJ0061,Electrical,Switchgear,Main LT panel (custom),nos,1.0,114073.29,114073.29
ITM001939,PRJ0061,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,1131.13,724.0,818938.12
ITM001940,PRJ0061,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,22070.23,64.27,1418453.68
ITM001945,PRJ0061,Electrical,DG Set,Diesel generator set (backup),nos,1.0,661698.95,661698.95
ITM001946,PRJ0061,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,175.6,1177.24,206723.34
ITM001949,PRJ0061,Electrical,Lighting,LED street/flood light 50W,nos,49.0,1879.77,92108.73
ITM001957,PRJ0062,Civil,Plastering,Internal cement plaster 12mm,sqm,508295.81,190.94,97054001.96
ITM001962,PRJ0062,Civil,Roofing,RCC roof slab with waterproofing,sqm,189678.64,1616.47,306609831.2
ITM001963,PRJ0062,Civil,Painting,Exterior weatherproof paint,sqm,235283.31,104.94,24690630.55
ITM001964,PRJ0062,Civil,Doors and Windows,Aluminium windows with glazing,sqm,24487.22,3678.8,90083584.94
ITM001965,PRJ0062,Civil,Reinforcement,TMT steel bars Fe 500,kg,1208356.3,70.11,84717860.19
ITM001968,PRJ0062,Electrical,Lighting,LED street/flood light 50W,nos,276.0,1732.43,478150.68
ITM001971,PRJ0062,Electrical,Lighting,LED panel light 18W,nos,2244.0,540.18,1212163.92
ITM001981,PRJ0062,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,45913.32,204.21,9375959.08
ITM001991,PRJ0063,Civil,Masonry,AAC block masonry (200mm),sqm,59901.81,852.33,51056109.72
ITM001993,PRJ0063,Civil,Plastering,External cement plaster 20mm,sqm,243573.25,353.04,85991100.18
ITM002002,PRJ0063,Electrical,Switchgear,MCCB panel 200A,nos,17.0,23516.36,399778.12
ITM002003,PRJ0063,Electrical,Lighting,LED street/flood light 50W,nos,162.0,2937.07,475805.34
ITM002008,PRJ0063,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,5649.78,834.22,4713159.47
ITM002014,PRJ0063,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,12.0,61280.78,735369.36
ITM002020,PRJ0064,Civil,Structural Steel,Structural steel fabrication & erection,kg,354683.32,131.99,46814651.41
ITM002022,PRJ0064,Civil,Flooring,Vitrified tile flooring,sqm,99232.34,941.72,93449079.22
ITM002025,PRJ0064,Civil,Flooring,Granite flooring,sqm,22182.8,2196.51,48724742.03
ITM002033,PRJ0064,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,64724.13,54.31,3515167.5
ITM002040,PRJ0064,Electrical,Switchgear,MCB distribution board (8-way),nos,146.0,3056.48,446246.08
ITM002042,PRJ0064,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,6.0,57159.92,342959.52
ITM002047,PRJ0065,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,85618.28,760.88,65145236.89
ITM002050,PRJ0065,Civil,Masonry,AAC block masonry (200mm),sqm,93379.64,674.9,63021919.04
ITM002059,PRJ0065,Civil,Painting,Interior emulsion paint (2 coats),sqm,407344.88,119.84,48816210.42
ITM002063,PRJ0065,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,1314.6,1401.46,1842359.32
ITM002069,PRJ0065,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,168860.83,51.31,8664249.19
ITM002080,PRJ0066,Civil,Earthwork,Excavation for foundation,cum,2673.97,196.06,524258.56
ITM002084,PRJ0066,Civil,Plastering,Internal cement plaster 12mm,sqm,212512.43,178.25,37880340.65
ITM002085,PRJ0066,Civil,Earthwork,Backfilling with excavated earth,cum,1688.78,134.08,226431.62
ITM002086,PRJ0066,Civil,Doors and Windows,Flush doors with frame,nos,141.0,10394.02,1465556.82
ITM002100,PRJ0066,Electrical,Cable Trays,GI perforated cable tray,meter,7137.61,398.18,2842053.55
ITM002107,PRJ0066,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,16183.85,270.98,4385499.67
ITM002115,PRJ0067,Civil,Flooring,Vitrified tile flooring,sqm,247913.16,1360.18,337206521.97
ITM002118,PRJ0067,Civil,Doors and Windows,Flush doors with frame,nos,371.0,13515.97,5014424.87
ITM002128,PRJ0067,Electrical,DG Set,Diesel generator set (backup),nos,1.0,537791.08,537791.08
ITM002132,PRJ0067,Electrical,Lighting,LED street/flood light 50W,nos,427.0,2564.44,1095015.88
ITM002133,PRJ0067,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,4307.5,715.09,3080250.18
ITM002136,PRJ0067,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,72337.54,195.66,14153563.08
ITM002141,PRJ0068,Civil,Plastering,External cement plaster 20mm,sqm,109405.4,217.56,23802238.82
ITM002142,PRJ0068,Civil,Concrete,RCC M25 for slabs/beams,cum,4728.36,8955.7,42345773.65
ITM002149,PRJ0068,Civil,Structural Steel,Structural steel fabrication & erection,kg,320317.15,91.89,29433942.91
ITM002152,PRJ0068,Civil,Roofing,RCC roof slab with waterproofing,sqm,100335.26,1319.0,132342207.94
ITM002156,PRJ0068,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,816.85,4203.4,3433547.29
ITM002161,PRJ0068,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,40428.87,52.25,2112408.46
ITM002173,PRJ0069,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,12776.9,406.81,5197770.69
ITM002175,PRJ0069,Civil,Flooring,Granite flooring,sqm,17590.53,2797.2,49204230.52
ITM002179,PRJ0069,Civil,Painting,Exterior weatherproof paint,sqm,186926.77,139.17,26014598.58
ITM002187,PRJ0069,Electrical,Sockets and Switches,Modular switch/socket points,nos,2253.0,507.59,1143600.27
ITM002194,PRJ0069,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,5.0,75654.18,378270.9
ITM002195,PRJ0070,Civil,Doors and Windows,Aluminium windows with glazing,sqm,19779.55,3939.27,77916987.93
ITM002205,PRJ0070,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,197854.66,50.45,9981767.6
ITM002212,PRJ0070,Electrical,Switchgear,Main LT panel (custom),nos,5.0,149979.39,749896.95
ITM002215,PRJ0070,Electrical,Lighting,LED panel light 18W,nos,3023.0,469.84,1420326.32
ITM002226,PRJ0071,Civil,Flooring,Vitrified tile flooring,sqm,254981.34,943.14,240483101.01
ITM002228,PRJ0071,Civil,Plastering,External cement plaster 20mm,sqm,260641.09,214.51,55910120.22
ITM002230,PRJ0071,Civil,Reinforcement,TMT steel bars Fe 500,kg,1113339.18,73.53,81863829.91
ITM002233,PRJ0071,Civil,Painting,Exterior weatherproof paint,sqm,272526.77,111.01,30253196.74
ITM002235,PRJ0071,Civil,Earthwork,Backfilling with excavated earth,cum,2977.96,176.85,526652.23
ITM002237,PRJ0071,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,421131.88,421131.88
ITM002241,PRJ0071,Electrical,Lighting,LED street/flood light 50W,nos,468.0,2288.23,1070891.64
ITM002256,PRJ0071,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,34869.88,257.21,8968881.83
ITM002261,PRJ0072,Civil,Flooring,Vitrified tile flooring,sqm,200138.59,1069.87,214122273.28
ITM002267,PRJ0072,Civil,Roofing,RCC roof slab with waterproofing,sqm,209584.74,1317.92,276215920.54
ITM002280,PRJ0072,Electrical,Lighting,LED street/flood light 50W,nos,182.0,1871.14,340547.48
ITM002294,PRJ0073,Civil,Structural Steel,Structural steel fabrication & erection,kg,278181.86,114.55,31865732.06
ITM002298,PRJ0073,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,830028.89,830028.89
ITM002316,PRJ0074,Civil,Plastering,External cement plaster 20mm,sqm,1023.58,324.77,332428.08
ITM002320,PRJ0074,Civil,Concrete,RCC M25 for slabs/beams,cum,40.53,9597.99,389006.53
ITM002323,PRJ0074,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,91.07,374.56,34111.18
ITM002327,PRJ0074,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,14.28,4756.07,67916.68
ITM002330,PRJ0074,Civil,Concrete,RCC M25 for footings/columns,cum,22.23,9511.02,211429.97
ITM002333,PRJ0074,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,811.05,59.86,48549.45
ITM002345,PRJ0074,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,197.23,336.93,66452.7
ITM002365,PRJ0075,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,146005.78,798.16,116535973.36
ITM002374,PRJ0075,Electrical,Switchgear,Main LT panel (custom),nos,5.0,170841.67,854208.35
ITM002381,PRJ0075,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,340.0,6914.53,2350940.2
ITM002390,PRJ0076,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,147705.11,626.05,92470784.12
ITM002391,PRJ0076,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,37813.32,298.07,11271016.29
ITM002394,PRJ0076,Civil,Concrete,RCC M25 for slabs/beams,cum,11247.11,9039.25,101665439.07
ITM002403,PRJ0076,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,5385.85,1378.14,7422455.32
ITM002406,PRJ0076,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,228855.04,49.89,11417577.95
ITM002414,PRJ0077,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,1167.78,5323.69,6216898.71
ITM002420,PRJ0077,Civil,Flooring,Granite flooring,sqm,23723.34,2748.95,65214275.49
ITM002422,PRJ0077,Civil,Reinforcement,TMT steel bars Fe 500,kg,529050.43,93.69,49566734.79
ITM002423,PRJ0077,Civil,Concrete,RCC M25 for footings/columns,cum,4036.69,12079.63,48761721.62
ITM002434,PRJ0077,Electrical,Lighting,LED street/flood light 50W,nos,182.0,3094.7,563235.4
ITM002460,PRJ0078,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,981.5,6181.93,6067564.29
ITM002466,PRJ0078,Civil,Painting,Exterior weatherproof paint,sqm,83349.5,137.98,11500564.01
ITM002467,PRJ0078,Civil,Concrete,RCC M25 for footings/columns,cum,2335.18,11458.86,26758500.69
ITM002469,PRJ0078,Electrical,Sockets and Switches,Modular switch/socket points,nos,1046.0,530.88,555300.48
ITM002472,PRJ0078,Electrical,Switchgear,MCB distribution board (8-way),nos,103.0,2769.82,285291.46
ITM002476,PRJ0078,Electrical,Switchgear,Main LT panel (custom),nos,1.0,201528.88,201528.88
ITM002482,PRJ0078,Electrical,Lighting,Emergency exit light,nos,50.0,1610.21,80510.5
ITM002490,PRJ0078,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,3.0,72479.75,217439.25
ITM002494,PRJ0079,Civil,Flooring,Vitrified tile flooring,sqm,173492.45,1393.19,241707946.42
ITM002502,PRJ0079,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,1954.06,4848.27,9473810.48
ITM002509,PRJ0079,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,150462.57,58.61,8818611.23
ITM002510,PRJ0079,Electrical,Lighting,Emergency exit light,nos,111.0,1642.18,182281.98
ITM002513,PRJ0079,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,33419.56,225.71,7543128.89
ITM002516,PRJ0080,Civil,Earthwork,Excavation for foundation,cum,2324.18,252.5,586855.45
ITM002520,PRJ0080,Civil,Masonry,AAC block masonry (200mm),sqm,48977.61,634.09,31056212.72
ITM002523,PRJ0080,Civil,Flooring,Vitrified tile flooring,sqm,117749.0,958.72,112888321.28
ITM002530,PRJ0080,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,1036.59,1319.41,1367687.21
ITM002531,PRJ0080,Electrical,DG Set,Diesel generator set (backup),nos,1.0,454414.11,454414.11
ITM002532,PRJ0080,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,932900.41,932900.41
ITM002535,PRJ0080,Electrical,Sockets and Switches,Modular switch/socket points,nos,2428.0,527.45,1280648.6
ITM002543,PRJ0081,Civil,Concrete,RCC M25 for footings/columns,cum,861.11,8102.34,6977006.0
ITM002562,PRJ0081,Electrical,Earthing,Earthing pit with GI strip,nos,10.0,3441.88,34418.8
ITM002566,PRJ0081,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,415.81,759.57,315836.8
ITM002572,PRJ0081,Electrical,Lighting,LED street/flood light 50W,nos,65.0,1972.15,128189.75
ITM002581,PRJ0082,Civil,Flooring,Vitrified tile flooring,sqm,363431.01,1437.22,522330316.19
ITM002593,PRJ0082,Civil,Roofing,RCC roof slab with waterproofing,sqm,481881.63,1522.61,733717788.65
ITM002597,PRJ0082,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,7878.08,784.66,6181614.25
ITM002599,PRJ0082,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,6160.47,1357.51,8362899.63
ITM002605,PRJ0082,Electrical,Switchgear,MCB distribution board (8-way),nos,708.0,2622.89,1857006.12
ITM002610,PRJ0082,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,110855.99,268.38,29751530.6
ITM002615,PRJ0083,Civil,Structural Steel,Structural steel fabrication & erection,kg,405297.06,110.83,44919073.16
ITM002633,PRJ0083,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,12.0,37730.16,452761.92
ITM002634,PRJ0083,Electrical,Earthing,Earthing pit with GI strip,nos,60.0,4505.85,270351.0
ITM002640,PRJ0083,Electrical,Switchgear,MCCB panel 200A,nos,17.0,22823.42,387998.14
ITM002642,PRJ0083,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,29731.28,238.72,7097451.16
ITM002653,PRJ0084,Civil,Painting,Exterior weatherproof paint,sqm,1330.83,180.04,239602.63
ITM002655,PRJ0084,Civil,Earthwork,Excavation for foundation,cum,33.48,212.5,7114.5
ITM002675,PRJ0084,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,1187.93,58.33,69291.96
ITM002686,PRJ0085,Civil,Concrete,RCC M25 for footings/columns,cum,3849.69,7785.9,29973301.37
ITM002701,PRJ0085,Electrical,Switchgear,MCCB panel 200A,nos,17.0,22730.56,386419.52
ITM002702,PRJ0085,Electrical,Lighting,LED street/flood light 50W,nos,151.0,1946.67,293947.17
ITM002703,PRJ0085,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,249516.09,29.95,7473006.9
ITM002708,PRJ0085,Electrical,Cable Trays,GI perforated cable tray,meter,7192.16,502.92,3617081.11
ITM002710,PRJ0085,Plumbing,Pumps,Centrifugal water pump set,nos,11.0,18040.73,198448.03
ITM002717,PRJ0086,Civil,Doors and Windows,Flush doors with frame,nos,2.0,13167.3,26334.6
ITM002738,PRJ0086,Plumbing,Pumps,Centrifugal water pump set,nos,1.0,35119.91,35119.91
ITM002740,PRJ0087,Civil,Flooring,Granite flooring,sqm,3013.69,3176.18,9572021.9
ITM002753,PRJ0087,Electrical,DG Set,Diesel generator set (backup),nos,1.0,438564.83,438564.83
ITM002756,PRJ0087,Electrical,Lighting,Emergency exit light,nos,11.0,1516.42,16680.62
ITM002762,PRJ0087,Plumbing,Pumps,Centrifugal water pump set,nos,1.0,34503.14,34503.14
ITM002764,PRJ0088,Civil,Plastering,External cement plaster 20mm,sqm,75654.84,246.98,18685232.38
ITM002765,PRJ0088,Civil,Concrete,RCC M25 for footings/columns,cum,2164.86,8914.96,19299640.31
ITM002783,PRJ0088,Electrical,Lighting,LED panel light 18W,nos,830.0,543.58,451171.4
ITM002791,PRJ0088,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,758533.6,758533.6
ITM002793,PRJ0088,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,40920.07,50.16,2052550.71
ITM002795,PRJ0088,Plumbing,Pumps,Centrifugal water pump set,nos,2.0,21177.0,42354.0
ITM002803,PRJ0089,Civil,Concrete,RCC M25 for footings/columns,cum,862.44,9290.82,8012774.8
